giocatore,squadra,ruolo,ruolo_fine,minuti,TPI_totale,TPI_casa,TPI_trasferta,TPI_vs_top6,TPI_vs_forti,TPI_ext_totale,totale_output_adj,totale_centralita,totale_boost_ratio,totale_consistenza,casa_output_adj,trasferta_output_adj,vs_top6_output_adj,vs_forti_output_adj,goal_tot,xg_tot_conv,conv_ratio,finishing_quality,goal_minus_xg,xg_p90,xa_p90,sos,form_ewma,form_trend,eta,eta_index,partite_disponibili,partite_giocate,n_infortuni,giorni_out,affidabilita_fisica,rank_TPI,rank_TPI_ext,rank_output_adj,rank_conv,rank_eta,rank_affidabilita,z_totale_output_adj,z_totale_centralita,z_totale_boost_ratio,z_totale_consistenza,z_conv_ratio,z_finishing,z_eta_index,z_affidabilita_fisica
Iliman Ndiaye,Everton,ATT,ALA,2805.0,-0.2204,-0.3797,-0.2531,-0.3129,-0.2545,0.0025,0.3173,19.8245,1.156,0.5212,0.3582,0.3095,0.3846,0.3952,4,4.61,0.868,-0.2841,-0.61,0.148,0.1428,0.9895,0.2678,-0.093,26.21,0.5612,38,32,0,0,0.9211,248,172,119,135,165,126,-1.2417,0.3145,1.2031,1.2263,0.0532,0.0354,0.0677,0.422
Brajan Gruda,Brighton,ATT,ALA,716.0,-0.2205,-0.3006,-0.1406,-0.4346,-0.1712,-0.1242,0.4055,11.9403,1.0508,0.3747,0.4255,0.4016,0.4115,0.4501,1,1.77,0.565,-0.5788,-0.77,0.222,0.1521,1.0095,0.1439,-0.811,21.98,0.7781,38,18,0,0,0.7368,249,234,74,206,8,314,-0.2645,-1.215,0.3494,-0.2225,-0.6194,-0.333,1.1788,-2.0035
Lewis Dunk,Brighton,DIF,CENTRALE,2831.0,-0.2273,-0.3131,-0.1524,-0.3801,-0.2978,-0.0399,0.0708,5.9321,,0.3683,0.0819,0.0753,0.0643,0.068,1,1.34,0.746,-0.2937,-0.34,0.043,0.0172,1.005,0.084,0.474,34.51,0.1123,38,33,0,0,0.9342,250,192,329,171,334,107,-1.2074,-1.1689,,0.3649,0.1401,0.0999,-1.7459,0.8377
Luke Shaw,Manchester United,DIF,TERZINO,3269.0,-0.2338,-0.133,-0.4046,-0.3979,-0.2465,-0.0145,0.0674,4.7369,,0.3327,0.1011,0.0493,0.0536,0.0802,1,0.58,1.724,0.5515,0.42,0.016,0.0413,1.0071,0.0409,-0.265,30.87,0.1975,38,38,0,0,1.0,251,180,334,18,303,8,-1.2863,-1.6122,,-0.1016,1.9075,1.5456,-1.3531,1.5335
Callum Hudson-Odoi,Nottingham Forest,ATT,ALA,1857.0,-0.2362,0.2036,-0.55,-0.3808,-0.0082,-0.1962,0.3643,18.786,0.7928,0.2547,0.4621,0.285,0.3862,0.4422,3,2.97,1.01,0.0174,0.03,0.144,0.1905,0.9847,0.3328,-0.501,25.54,0.6227,38,30,0,0,0.8947,252,271,96,99,140,162,-0.7215,0.113,-1.7442,-1.4093,0.3684,0.4122,0.3828,0.0746
Toti,Wolverhampton Wanderers,DIF,CENTRALE,1437.0,-0.2386,-0.0834,-0.3038,-0.0812,-0.2478,-0.1739,0.0922,10.1675,0.8982,0.2894,0.1313,0.0684,0.1146,0.089,0,0.95,0.0,-0.9747,-0.95,0.059,0.01,0.9795,0.1,0.644,27.35,0.4499,38,19,0,0,0.75,253,261,305,275,210,308,-0.7228,0.402,-1.0467,-0.6691,-1.208,-1.065,-0.1895,-1.1102
Noussair Mazraoui,Manchester United,DIF,QUINTO,990.0,-0.2424,-0.1622,-0.1186,-0.0415,-0.0492,-0.222,0.0787,4.8829,0.8781,0.1965,0.1067,0.0812,,0.1148,0,0.2,,-0.4472,-0.2,0.018,0.0191,1.0139,0.1412,-0.52,28.52,0.3403,38,20,0,0,0.7632,254,281,321,323,251,301,-1.0288,-1.5581,-1.253,-1.8866,,-0.1627,-0.6948,-0.9706
Ola Aina,Nottingham Forest,DIF,TERZINO,1595.0,-0.243,-0.2024,-0.1239,-0.1341,-0.1841,-0.232,0.074,7.5759,0.9825,0.4521,0.104,0.0703,0.0931,0.092,0,0.41,,-0.6403,-0.41,0.023,0.0197,1.0124,0.0341,-0.203,29.62,0.2605,38,18,0,0,0.7368,255,285,327,323,285,314,-1.1361,-0.5593,-0.1813,1.4632,,-0.493,-1.0627,-1.2498
Brenden Aaronson,Leeds,ATT,TREQUARTISTA,2517.0,-0.2437,-0.0386,-0.492,-0.0625,-0.5047,-0.0625,0.4157,19.3599,,0.4381,0.5062,0.3353,0.4689,0.4096,4,5.88,0.68,-0.7753,-1.88,0.21,0.2031,1.0017,0.2483,-0.35,25.59,0.6183,38,37,0,0,0.9868,256,199,70,188,143,26,-0.1511,0.2244,,0.4045,-0.3641,-0.5786,0.3602,1.2867
Mateus Mané,Wolverhampton Wanderers,ATT,TREQUARTISTA,1784.0,-0.2466,-0.2703,-0.1706,-0.4985,-0.4877,-0.0241,0.3136,17.8935,1.048,0.3113,0.3577,0.3187,0.3448,0.3418,3,1.97,1.523,0.7338,1.03,0.099,0.1655,0.9802,0.5776,0.484,18.69,0.6732,38,27,0,0,0.8553,257,184,122,36,113,204,-1.283,-0.0601,0.3267,-0.8495,1.5071,1.3077,0.6415,-0.4439
Daichi Kamada,Crystal Palace,CEN,MEZZALA,1924.0,-0.2493,0.1197,-0.6349,-0.8167,-0.5667,-0.3713,0.1959,10.0156,1.0605,0.3836,0.2717,0.131,0.1381,0.1582,0,1.49,0.0,-1.2207,-1.49,0.07,0.1207,0.9905,0.1881,-0.074,29.8,0.2497,38,28,0,0,0.8684,258,323,179,275,289,191,-0.0876,-0.2617,0.365,0.2457,-1.5398,-1.58,-1.0524,-0.1722
Soungoutou Magassa,West Ham,CEN,MEDIANO,976.0,-0.2565,-0.1819,-0.2041,-0.1512,-0.2303,-0.063,0.169,8.4492,0.8792,0.2776,0.2017,0.1617,0.177,0.1791,1,0.62,1.613,0.4826,0.38,0.057,0.0692,0.9729,0.0426,-0.645,22.63,0.7654,38,22,0,0,0.7895,259,200,202,32,35,274,-0.4945,-0.7176,-1.1896,-1.0159,1.0843,0.805,1.2091,-1.2089
Eliezer Mayenda,Sunderland,ATT,CENTRAVANTI,740.0,-0.259,-0.3215,-0.1085,0.0664,-0.1718,-0.1474,0.3929,13.6633,0.9958,0.3582,0.4452,0.3695,0.4946,0.4551,2,2.03,0.985,-0.0211,-0.03,0.247,0.0888,0.998,0.1774,-0.547,21.04,0.7682,38,20,0,0,0.7632,260,245,82,103,29,301,-0.4042,-0.8807,-0.0969,-0.3857,0.3129,0.3641,1.1281,-1.6561
Lucas Bergvall,Tottenham,CEN,MEZZALA,956.0,-0.2607,-0.1778,-0.1554,-0.1121,0.0475,-0.1011,0.1826,9.0757,1.0425,0.2105,0.2063,0.1775,0.1831,0.1915,1,1.43,0.699,-0.3596,-0.43,0.135,0.0273,1.0421,0.3514,-0.495,20.3,0.7434,38,23,0,0,0.8026,261,224,191,184,59,261,-0.2879,-0.5353,0.2106,-1.8145,-0.4026,-0.3742,1.1126,-1.0367
Adam Armstrong,Wolverhampton Wanderers,ATT,CENTRAVANTI,1170.0,-0.2608,-0.1528,-0.3385,-0.415,-0.4516,-0.1694,0.3519,19.4316,1.1417,0.5003,0.4492,0.3132,,0.4051,1,2.04,0.49,-0.7281,-1.04,0.157,0.1154,1.0118,0.2204,-0.155,19.34,0.7014,38,14,0,0,0.6842,262,259,101,224,97,334,-0.8584,0.2383,1.0871,1.0196,-0.7858,-0.5196,0.7859,-2.6958
Joe Rodon,Leeds,DIF,CENTRALE,2954.0,-0.264,-0.2258,-0.3486,-0.0669,-0.1561,-0.1503,0.0791,6.246,,0.3423,0.1103,0.0592,0.1018,0.0988,2,1.85,1.081,0.1103,0.15,0.056,0.0143,1.0116,0.0744,0.112,28.59,0.3345,38,35,0,0,0.9605,263,246,318,83,256,65,-1.0201,-1.0525,,0.0242,0.7455,0.7909,-0.7215,1.1158
Pascal Struijk,Leeds,DIF,CENTRALE,2940.0,-0.2641,-0.182,-0.4717,-0.2703,-0.2032,-0.1382,0.1239,8.8721,,0.4648,0.1629,0.0828,0.1318,0.1395,0,2.96,0.0,-1.7205,-2.96,0.091,0.0334,1.0012,0.0722,-0.397,26.78,0.507,38,34,0,0,0.9474,264,242,255,275,191,86,-0.0037,-0.0785,,1.6296,-1.208,-2.3408,0.0738,0.9773
Alex Iwobi,Fulham,ATT,ALA,2473.0,-0.2656,-0.0742,-0.6183,-0.0812,-0.0947,-0.2082,0.2596,15.2567,1.1419,0.4612,0.3427,0.2336,0.3401,0.3439,4,2.39,1.674,1.0414,1.61,0.087,0.1317,1.0058,0.2884,0.336,30.06,0.2352,38,29,0,0,0.8816,265,275,145,23,295,176,-1.8815,-0.5716,1.0887,0.6329,1.8423,1.6921,-1.6022,-0.0978
Ibrahim Sangare,Nottingham Forest,CEN,MEDIANO,2111.0,-0.2691,0.0017,-0.5525,-0.4924,-0.0534,-0.3465,0.1484,9.8775,1.1198,0.3182,0.2118,0.0966,0.1416,0.1995,2,1.58,1.266,0.3341,0.42,0.067,0.0622,0.9914,0.0243,-0.792,28.47,0.3445,38,28,0,0,0.8684,266,318,225,67,247,191,-0.8054,-0.3019,0.8735,-0.5327,0.5198,0.5971,-0.6367,-0.1722
Lutsharel Geertruida,Sunderland,DIF,TERZINO,1659.0,-0.2737,-0.1863,-0.3341,-0.3566,-0.294,-0.1459,0.1014,8.0583,0.9628,0.2878,0.1284,0.0866,0.1032,0.1041,0,0.84,0.0,-0.9165,-0.84,0.046,0.0418,0.9608,0.0706,-0.611,25.85,0.5948,38,28,0,0,0.8684,267,244,291,275,152,191,-0.5139,-0.3803,-0.3835,-0.6901,-1.208,-0.9655,0.4786,0.1419
Chris Rigg,Sunderland,ATT,ALA,780.0,-0.2739,-0.2104,-0.0715,0.4169,-0.1022,-0.1669,0.3414,11.3738,1.1672,0.2578,0.3881,0.3579,,0.4126,1,0.8,1.25,0.2236,0.2,0.092,0.1385,1.0164,1.0034,1.829,18.93,0.6832,38,18,0,0,0.7368,268,258,109,68,107,314,-0.9747,-1.3249,1.294,-1.3786,0.9011,0.67,0.6927,-2.0035
Wilson Odobert,Tottenham,ATT,ALA,946.0,-0.2829,-0.086,-0.5486,0.2465,-0.0317,-0.1647,0.4227,15.3703,0.9604,0.3588,0.525,0.3236,0.5533,0.4936,0,2.46,0.0,-1.5684,-2.46,0.234,0.1855,1.0056,0.6903,0.366,21.48,0.7765,38,24,0,0,0.8158,269,254,65,275,12,247,-0.0738,-0.5496,-0.3842,-0.3798,-1.8735,-1.5699,1.1706,-0.9638
James Milner,Brighton,CEN,MEDIANO,773.0,-0.2975,-0.2135,-0.2881,-0.1999,-0.0415,-0.2579,0.1643,6.7645,0.9461,0.3235,0.2005,0.1625,0.188,0.2139,0,0.22,,-0.469,-0.22,0.026,0.0757,1.009,0.0571,-0.489,26.46,0.5374,38,20,0,0,0.7632,270,294,207,323,176,301,-0.5658,-1.2079,-0.616,-0.4696,,-0.5274,0.2092,-1.5544
Hjalmar Ekdal,Burnley,DIF,CENTRALE,1545.0,-0.2994,-0.1833,-0.2925,-0.1655,-0.2857,-0.2379,0.076,8.9852,0.987,0.2821,0.1089,0.0677,0.0967,0.0892,0,0.61,0.0,-0.781,-0.61,0.036,0.0099,0.9788,0.0232,-0.435,27.59,0.4257,38,19,0,0,0.75,271,287,325,275,220,308,-1.0896,-0.0365,-0.1351,-0.7648,-1.208,-0.7337,-0.3011,-1.1102
Yves Bissouma,Tottenham,CEN,MEZZALA,619.0,-0.3033,-0.2418,-0.1271,-0.1372,-0.1451,-0.2784,0.1584,10.1221,1.034,0.2692,0.1927,0.1653,0.1721,0.1761,0,0.21,,-0.4583,-0.21,0.031,0.0,0.9972,0.0147,-0.62,29.73,0.2538,17,11,0,0,0.8235,272,301,218,323,286,240,-0.6553,-0.2308,0.1378,-1.1158,,-0.5124,-1.0344,-0.7621
Sandro Tonali,Newcastle United,CEN,MEZZALA,2586.0,-0.3043,-0.2055,-0.4603,0.3874,0.3324,-0.2357,0.1852,10.101,,0.4502,0.2279,0.1492,0.2459,0.2705,0,1.42,0.0,-1.1916,-1.42,0.049,0.1305,0.9984,0.2349,0.452,26.04,0.5772,38,35,0,0,0.9605,273,286,188,275,159,65,-0.2484,-0.2369,,1.0383,-1.5398,-1.5392,0.3838,1.038
Omar Alderete,Sunderland,DIF,CENTRALE,2808.0,-0.3058,-0.3624,-0.1743,-0.4451,-0.2507,-0.1287,0.0787,8.3827,,0.4096,0.0787,0.092,0.0644,0.0758,1,1.55,0.645,-0.4418,-0.55,0.05,0.0199,1.0083,0.0304,-0.556,29.41,0.2739,38,33,0,0,0.9342,274,238,320,197,282,107,-1.028,-0.26,,0.9062,-0.0424,-0.1535,-1.0009,0.8377
Dan Burn,Newcastle United,DIF,CENTRALE,2205.0,-0.3061,-0.2895,-0.1258,-0.0288,-0.1545,-0.1538,0.0704,5.9591,0.8315,0.2036,0.0993,0.0621,0.1042,0.0792,1,0.93,1.075,0.0726,0.07,0.038,0.0167,0.9916,0.2579,0.729,34.04,0.1193,38,29,0,0,0.8816,275,248,330,87,328,176,-1.2176,-1.1589,-1.7314,-1.7935,0.7347,0.7264,-1.7137,0.2815
Wesley Fofana,Chelsea,DIF,CENTRALE,1745.0,-0.3169,-0.207,-0.3932,-0.2131,-0.3329,-0.1926,0.0794,5.0865,1.0237,0.2286,0.1195,0.0598,0.0893,0.086,0,0.53,0.0,-0.728,-0.53,0.027,0.0335,1.0008,0.025,-0.679,25.43,0.6322,38,25,0,0,0.8289,276,268,317,275,137,232,-1.014,-1.4826,0.2416,-1.4659,-1.208,-0.643,0.651,-0.2759
Jefferson Lerma,Crystal Palace,CEN,MEZZALA,1693.0,-0.3178,-0.2437,-0.4326,-0.3283,-0.6076,-0.1961,0.2092,9.7112,0.8993,0.4151,0.2382,0.1758,0.1877,0.1582,0,2.21,0.0,-1.4866,-2.21,0.117,0.0946,1.0083,0.1435,-0.332,31.58,0.1723,38,31,0,0,0.9079,277,270,168,275,312,145,0.1138,-0.3503,-1.0173,0.6206,-1.5398,-1.9523,-1.3918,0.3468
Adam Smith,Bournemouth,DIF,TERZINO,1079.0,-0.3198,-0.1254,-0.3804,-0.2536,-0.2691,-0.2937,0.0791,4.3971,1.1886,0.2363,0.0996,0.0871,0.1182,0.1201,0,0.0,,,0.0,0.0,0.0409,1.0068,0.0055,-0.764,35.07,0.1046,38,22,0,0,0.7895,278,305,319,323,337,274,-1.0202,-1.7383,1.9344,-1.365,,,-1.7814,-0.6925
Chris Richards,Crystal Palace,DIF,CENTRALE,2819.0,-0.3207,-0.2549,-0.435,-0.2672,-0.2417,-0.1027,0.0809,6.1835,,0.3611,0.1092,0.0657,0.108,0.0991,1,1.78,0.562,-0.5846,-0.78,0.057,0.0156,1.0121,0.1135,0.65,26.15,0.5668,38,33,0,0,0.9342,279,225,315,207,163,107,-0.9801,-1.0757,,0.2706,-0.1924,-0.3977,0.3495,0.8377
Lyle Foster,Burnley,ATT,CENTRAVANTI,1375.0,-0.3216,-0.5174,-0.1196,-0.5268,0.0417,-0.2781,0.3554,17.0953,1.1754,0.3145,0.3928,0.3598,0.3767,0.4957,3,3.59,0.836,-0.3114,-0.59,0.235,0.0746,0.9957,0.2834,-0.413,25.72,0.6066,38,26,0,0,0.8421,280,300,100,148,145,217,-0.8199,-0.215,1.3606,-0.8179,-0.0178,0.0012,0.3003,-0.6177
Calvin Bassey,Fulham,DIF,CENTRALE,2523.0,-0.3284,-0.3862,-0.2116,-0.3447,-0.272,-0.1653,0.071,6.8178,1.0227,0.2826,0.0706,0.0874,0.0724,0.0905,1,1.19,0.84,-0.1742,-0.19,0.042,0.0153,0.9911,0.0365,-0.324,26.4,0.5431,38,30,0,0,0.8947,281,255,328,144,173,162,-1.204,-0.8404,0.2314,-0.7582,0.31,0.3043,0.2402,0.42
Sávio,Manchester City,ATT,ALA,792.0,-0.3286,-0.3187,-0.3328,-0.419,-0.4305,-0.1054,0.4436,9.3026,1.114,0.263,0.4982,0.376,0.4546,0.4516,1,3.27,0.306,-1.2553,-2.27,0.372,0.1057,1.012,0.5801,-0.374,22.12,0.7769,38,24,0,0,0.8158,282,228,48,240,11,247,0.1573,-1.7267,0.8623,-1.3272,-1.1943,-1.1786,1.1727,-0.9638
Hannibal Mejbri,Burnley,ATT,TREQUARTISTA,1251.0,-0.3299,-0.098,-0.3342,-0.1787,-0.3958,-0.1883,0.3349,14.0543,1.0281,0.2305,0.4234,0.3001,0.4365,0.4091,1,0.74,1.351,0.3022,0.26,0.053,0.2036,0.976,0.3875,-0.819,23.34,0.7474,38,27,0,0,0.8553,283,267,112,58,55,204,-1.0474,-0.8049,0.1652,-1.6486,1.1253,0.7682,1.0215,-0.4439
Kyle Walker,Burnley,DIF,TERZINO,3101.0,-0.3319,-0.1238,-0.4816,-0.382,-0.0288,-0.163,0.0638,7.9411,,0.2774,0.1038,0.0434,0.0681,0.1082,0,0.09,,-0.3,-0.09,0.003,0.0482,0.9748,0.0324,-0.333,35.99,0.0927,38,36,0,0,0.9737,284,253,335,323,342,45,-1.3668,-0.4238,,-0.8264,,0.0891,-1.8363,1.2554
Bafode Diakite,Bournemouth,DIF,CENTRALE,1276.0,-0.3337,-0.236,-0.2853,-0.033,-0.2036,-0.269,0.0581,4.7669,0.9299,0.2718,0.09,0.0664,,0.0977,0,0.01,,-0.1,-0.01,0.001,0.0056,1.0275,0.0003,-0.94,25.38,0.6365,38,18,0,0,0.7368,285,299,338,323,135,314,-1.4961,-1.6011,-0.7213,-0.8997,,0.4312,0.6708,-1.2498
Jacob Bruun Larsen,Burnley,ATT,ALA,1003.0,-0.3353,-0.1904,-0.2962,-0.1878,-0.1726,-0.0937,0.351,11.9359,1.003,0.2576,0.4377,0.3217,0.4408,0.445,0,1.42,0.0,-1.1916,-1.42,0.127,0.1238,0.9837,2.4534,2.949,27.68,0.4168,38,28,0,0,0.8684,286,220,102,275,222,191,-0.8688,-1.2158,-0.0385,-1.3806,-1.8735,-1.0989,-0.6719,-0.2715
Max Kilman,West Ham,DIF,CENTRALE,1552.0,-0.3381,-0.1169,-0.4618,-0.2369,-0.2998,-0.329,0.0955,8.46,0.9531,0.3117,0.1439,0.0608,0.093,0.1242,0,1.15,0.0,-1.0724,-1.15,0.067,0.0122,0.9926,0.0082,-0.873,29.0,0.3025,38,21,0,0,0.7763,287,314,299,275,271,288,-0.6488,-0.2313,-0.4831,-0.3768,-1.208,-1.2322,-0.8691,-0.8321
Aaron Wan-Bissaka,West Ham,DIF,TERZINO,2093.0,-0.3387,-0.3727,-0.1854,-0.4148,-0.1049,-0.2539,0.0786,7.6984,0.912,0.3988,0.0917,0.084,0.0902,0.1203,0,0.0,,,0.0,0.0,0.0611,0.97,0.0847,0.491,28.49,0.3428,38,25,0,0,0.8289,288,293,323,323,248,232,-1.0307,-0.5138,-0.905,0.7646,,,-0.6833,-0.2759
Mohammed Kudus,Tottenham,ATT,ALA,1577.0,-0.347,-0.6346,0.0292,-0.7511,-0.2558,-0.421,0.334,20.9619,0.8403,0.4671,0.3476,0.3759,0.3279,0.4392,2,2.36,0.847,-0.2343,-0.36,0.135,0.1461,1.0103,0.1121,-0.574,25.81,0.5985,38,19,0,0,0.75,289,327,113,141,148,308,-1.0574,0.5351,-1.3588,0.6913,0.0066,0.0976,0.2588,-1.8298
Kevin Danso,Tottenham,DIF,CENTRALE,1489.0,-0.3559,-0.1786,-0.4729,-0.2226,-0.2723,-0.2228,0.0681,5.9115,1.1212,0.3764,0.1029,0.0619,0.0927,0.0987,0,0.51,0.0,-0.7141,-0.51,0.031,0.0091,1.0051,0.0745,1.235,27.68,0.4168,38,24,0,0,0.8158,290,282,333,275,222,247,-1.2705,-1.1766,1.2425,0.4711,-1.208,-0.6193,-0.3421,-0.4144
Jake O'Brien,Everton,DIF,TERZINO,3146.0,-0.3579,-0.3546,-0.3216,-0.3948,-0.3629,-0.0013,0.0684,6.4067,,0.3479,0.0876,0.0649,0.0734,0.064,1,1.31,0.763,-0.2708,-0.31,0.037,0.0203,1.0019,0.1501,1.725,25.02,0.6656,38,37,0,0,0.9868,291,174,332,167,120,26,-1.2633,-0.9929,,0.0976,0.1708,0.139,0.805,1.3939
Ibrahima Konaté,Liverpool,DIF,CENTRALE,3133.0,-0.3615,-0.4398,-0.3317,-0.2857,-0.5631,-0.1966,0.0842,5.9567,,0.288,0.088,0.0911,0.0869,0.0689,1,1.96,0.51,-0.6857,-0.96,0.056,0.0207,1.0059,0.0443,-0.414,27.0,0.4862,38,36,0,0,0.9737,292,272,314,218,198,45,-0.9045,-1.1598,,-0.6874,-0.2864,-0.5707,-0.0221,1.2554
Pablo,West Ham,ATT,TREQUARTISTA,844.0,-0.363,-0.2192,-0.3078,-0.4484,-0.4496,-0.0613,0.3713,14.2148,1.2306,0.3742,0.4623,0.3284,,,0,1.42,0.0,-1.1916,-1.42,0.151,0.1365,1.0063,0.7558,0.82,22.39,0.7722,18,14,0,0,0.8889,293,198,92,275,21,169,-0.6432,-0.7737,1.8085,-0.2275,-1.8735,-1.0989,1.1486,-0.0017
Amine Adli,Bournemouth,ATT,ALA,1036.0,-0.3773,-0.3915,-0.3007,-0.0431,-0.2929,-0.2385,0.4187,10.2084,0.9936,0.2703,0.4609,0.3845,0.4787,0.4617,3,3.58,0.838,-0.3065,-0.58,0.311,0.1103,1.0339,0.1197,-0.789,26.04,0.5772,38,31,0,0,0.9079,294,288,69,146,159,145,-0.1185,-1.5509,-0.1147,-1.255,-0.0134,0.0074,0.1497,0.2483
Rico Henry,Brentford,DIF,TERZINO,1315.0,-0.3881,-0.438,-0.1978,-0.409,-0.3019,-0.2984,0.0685,4.2368,1.0327,0.2798,0.0889,0.0787,0.0866,0.0902,0,0.15,,-0.3873,-0.15,0.01,0.0219,1.0006,0.0388,-0.003,28.88,0.3116,38,25,0,0,0.8289,295,306,331,323,266,232,-1.2613,-1.7977,0.334,-0.7949,,-0.0603,-0.8271,-0.2759
Joachim Andersen,Fulham,DIF,CENTRALE,2882.0,-0.389,-0.3761,-0.336,-0.3792,-0.2681,-0.1202,0.0803,7.7142,,0.3544,0.0851,0.0877,0.0973,0.1064,0,1.66,0.0,-1.2884,-1.66,0.052,0.0184,0.9888,0.0791,0.122,29.98,0.2395,38,33,0,0,0.9342,296,232,316,275,293,107,-0.9933,-0.508,,0.1828,-1.208,-1.6017,-1.1595,0.8377
Chimuanya Ugochukwu,Burnley,CEN,MEZZALA,2407.0,-0.3897,-0.2303,-0.4994,-0.5334,-0.5762,-0.0965,0.1363,10.7302,,0.2914,0.1774,0.1204,0.1313,0.1052,3,2.62,1.145,0.2348,0.38,0.098,0.0168,0.9793,0.0527,-0.663,22.16,0.7764,38,35,0,0,0.9605,297,222,237,76,13,65,-0.9887,-0.0538,,-0.8516,0.3229,0.4581,1.2573,1.038
Kristoffer Ajer,Brentford,DIF,TERZINO,1809.0,-0.3937,-0.3421,-0.3085,-0.348,-0.559,-0.3159,0.1061,6.7844,0.907,0.1921,0.1359,0.0871,0.0935,0.074,0,1.05,0.0,-1.0247,-1.05,0.052,0.0453,0.9825,0.0108,-0.979,28.1,0.377,38,27,0,0,0.8553,298,309,282,275,237,204,-0.4078,-0.8528,-0.9563,-1.9443,-1.208,-1.1506,-0.5256,0.0033
Armando Broja,Burnley,ATT,CENTRAVANTI,822.0,-0.4078,-0.3555,-0.4127,-0.5156,-0.6296,-0.2495,0.3993,14.6992,0.9356,0.2958,0.4634,0.3551,0.426,0.4009,1,2.52,0.397,-0.9575,-1.52,0.276,0.0668,0.9663,0.2513,-0.441,24.7,0.6888,38,24,0,0,0.8158,299,292,78,234,104,247,-0.3328,-0.6798,-0.5854,-1.0028,-0.9923,-0.8063,0.7214,-0.9638
Lewis Cook,Bournemouth,CEN,MEDIANO,841.0,-0.4123,-0.2697,-0.3603,-0.2302,-0.4074,-0.4772,0.1352,5.4028,1.0289,0.3298,0.1788,0.1431,0.1767,0.1617,0,0.06,,-0.2449,-0.06,0.006,0.0385,0.9915,0.0254,-0.481,29.3,0.2812,38,17,0,0,0.7237,300,334,238,323,279,322,-1.0051,-1.6042,0.094,-0.3946,,-0.2136,-0.9143,-2.0734
Jadon Sancho,Aston Villa,ATT,ALA,860.0,-0.4126,-0.3391,-0.4328,-0.1714,-0.2754,-0.328,0.3753,9.7079,1.1511,0.3342,0.4665,0.3217,0.511,0.4876,0,0.77,0.0,-0.8775,-0.77,0.081,0.2135,0.9723,0.085,-0.861,26.16,0.5659,38,23,0,0,0.8026,301,312,90,275,164,261,-0.5995,-1.648,1.1634,-0.6231,-1.8735,-0.7063,0.0918,-1.1375
Liam Delap,Chelsea,ATT,CENTRAVANTI,1064.0,-0.4214,-0.518,-0.4397,-0.5722,-0.7221,-0.2436,0.4313,10.386,1.1197,0.4602,0.4698,0.3871,0.4643,0.4147,1,5.02,0.199,-1.7942,-4.02,0.425,0.0144,1.0076,0.1253,-0.654,23.29,0.7481,38,28,0,0,0.8684,302,289,60,246,54,191,0.021,-1.5165,0.9086,0.6231,-1.4318,-1.8521,1.0251,-0.2715
Leny Yoro,Manchester United,DIF,CENTRALE,1736.0,-0.4252,-0.5335,-0.3526,-0.4763,-0.1848,-0.2284,0.0902,4.6103,1.0312,0.2762,0.0898,0.1066,0.0835,0.1501,0,1.24,0.0,-1.1136,-1.24,0.064,0.0114,1.0247,0.0456,-0.19,20.53,0.7523,38,32,0,0,0.9211,303,284,308,275,47,126,-0.7678,-1.6592,0.3186,-0.8421,-1.208,-1.3027,1.2047,0.6992
Jean-Clair Todibo,West Ham,DIF,CENTRALE,1827.0,-0.4307,-0.5872,-0.1022,-0.2667,-0.4378,-0.3455,0.0741,6.8986,1.0318,0.2664,0.0699,0.1032,0.0853,0.0835,0,0.66,0.0,-0.8124,-0.66,0.033,0.0187,0.9746,0.0313,-0.308,26.4,0.5431,38,23,0,0,0.8026,304,316,326,275,173,261,-1.133,-0.8105,0.3248,-0.9705,-1.208,-0.7874,0.2402,-0.554
Manuel Ugarte,Manchester United,CEN,MEZZALA,850.0,-0.4349,-0.4507,-0.2782,-0.437,-0.3748,-0.2027,0.1634,5.635,0.9317,0.2697,0.1946,0.1657,0.1669,0.1808,0,0.84,0.0,-0.9165,-0.84,0.089,0.0138,0.9859,0.2618,1.385,25.12,0.6578,38,22,0,0,0.7895,305,273,210,275,125,274,-0.5783,-1.5366,-0.7394,-1.1099,-1.5398,-1.154,0.7372,-1.2089
Vitalii Mykolenko,Everton,DIF,TERZINO,2963.0,-0.4371,-0.3788,-0.4572,-0.4565,-0.3929,-0.2212,0.0563,5.961,,0.4239,0.0758,0.0563,0.0649,0.0634,0,0.27,,-0.5196,-0.27,0.008,0.0346,1.0084,0.0289,-0.328,26.99,0.4872,38,33,0,0,0.9342,306,278,340,323,196,107,-1.5376,-1.1582,,1.0936,,-0.2866,-0.0175,0.8377
Oscar Bobb,Fulham,ATT,ALA,1046.0,-0.4429,-0.4465,-0.3471,-0.3594,-0.0746,-0.2658,0.3571,10.3743,1.3218,0.3325,0.4348,0.3328,0.4592,0.4877,0,1.437,0.0,-1.1987,-1.437,0.124,0.1736,1.0224,0.367,-0.347,22.87,0.7561,38,23,0,0,0.8026,307,297,99,275,42,261,-0.8004,-1.5188,2.5486,-0.6399,-1.8735,-1.1078,1.0661,-1.1375
